PorcentajeCumplimiento,CombinedFeature
1.021,PET/PEBD_BOLSA_FLEX UP_MULTIFLEX UP CON SELLE DE FONDO_Grupo 2_Si_menor igual 100_No valvula_Grado bajo_zipper
1.006,PET/PET METALIZADO/FLEXIBLE (PA-PE)_BOLSA_FLEX UP_FLEX UP_Grupo 1_Si_menor igual 100_Valvula_no troquel_no zipper
1.009,PET/COEXT. HBA (PE-EVOH)_BOLSA_FLEX UP_FLEX UP_Grupo 1_Si_mayor 100_No valvula_Grado bajo_no zipper
1.006,BOPP MATE/COEXT. HBA (PE-EVOH)_ROLLO_nan_nan_Grupo 3_Si_menor igual 100_nan_nan_nan
1.018,BOPP MATE/COEXT. HBA (PE-EVOH)_ROLLO_nan_nan_Grupo 3_Si_menor igual 100_nan_nan_nan
1.099,PEBD_BOLSA_PLANA_HILO_Grupo 2_Si_menor igual 100_No valvula_Grado alto_no zipper
1.05,PET/COEXT. HBA (PE-EVOH)_BOLSA_FLEX UP_FLEX UP_Grupo 1_Si_mayor 100_No valvula_Grado bajo_no zipper
0.975,PET/FOIL/FLEXIBLE (PA-PE)_BOLSA_FLEX UP_FLEX UP_Grupo 1_Si_mayor 100_Valvula_Grado alto_no zipper
1.08,FLEXIBLE (PA-PE)_BOLSA_PLANA_LATERAL+FONDO+SEGURIDAD_Grupo 2_Si_mayor 70_No valvula_no troquel_no zipper
1.03,PET/PEBD_BOLSA_PLANA_LATERAL+FONDO+SEGURIDAD_Grupo 2_Si_menor igual 100_No valvula_Grado bajo_zipper
0.873,PET/PET METALIZADO/PEBD_BOLSA_FLEX UP_MULTIFLEX UP CON SELLE DE FONDO_Grupo 2_Si_mayor 100_No valvula_Grado alto_zipper
0.998,BOPA/PEBD_BOLSA_FLEX UP_FLEX UP_Grupo 1_Si_menor igual 100_Valvula_no troquel_no zipper
0.927,FLEXIBLE (PA-PE)_BOLSA_PLANA_LATERAL+FONDO+SEGURIDAD_Grupo 2_NO_menor igual 70_Valvula_no troquel_no zipper
1.04,PET/COEXT. HBA (PE-EVOH)_BOLSA_FLEX UP_FLEX UP_Grupo 1_Si_mayor 100_No valvula_Grado alto_zipper
1.051,BOPP MATE/BOPP TERMOSELLABLE_ROLLO_nan_nan_Grupo 2_Si_menor igual 100_nan_nan_nan
0.963,PET/COEXT. HBA (PE-EVOH)_BOLSA_PLANA_LATERAL+FONDO+SEGURIDAD_Grupo 1_Si_menor igual 100_No valvula_Grado alto_zipper
0.897,PET/PEBD_BOLSA_FLEX UP_FLEX UP_Grupo 1_Si_mayor 100_No valvula_Grado alto_zipper
1.007,PET/COEXT. HBA (PE-EVOH)_BOLSA_FLEX UP_FLEX UP_Grupo 1_Si_mayor 100_No valvula_Grado alto_zipper
1.001,BOPA/FLEXIBLE (PA-PE)_ROLLO_nan_nan_Grupo 3_Si_mayor 100_nan_nan_nan
1.034,PET/FLEXIBLE (PA-PE)_BOLSA_FLEX UP_SELLADO COMPLETAMENTE_Grupo 1_Si_mayor 100_Valvula_Grado alto_no zipper
0.969,PET/PET METALIZADO/PEBD_BOLSA_FLOW PACK_VENTRAL LATERAL_Grupo 1_Si_menor igual 100_No valvula_no troquel_no zipper
0.97,PET/COEXT. HBA (PE-EVOH)_ROLLO_nan_nan_Grupo 2_Si_menor igual 100_nan_nan_nan
1.03,PET/COEXT. HBA (PE-EVOH)_ROLLO_nan_nan_Grupo 2_Si_menor igual 100_nan_nan_nan
0.966,PET/COEXT. HBA (PE-EVOH)_ROLLO_nan_nan_Grupo 2_Si_menor igual 100_nan_nan_nan
1.02,PET/COEXT. HBA (PE-EVOH)_ROLLO_nan_nan_Grupo 2_Si_menor igual 100_nan_nan_nan
1.057,PET/COEXT. HBA (PE-EVOH)_ROLLO_nan_nan_Grupo 2_Si_menor igual 100_nan_nan_nan
0.988,BOPA/PEBD_BOLSA_PLANA_LATERAL+FONDO+SEGURIDAD_Grupo 2_Si_menor igual 100_No valvula_Grado bajo_no zipper
1.023,BOPA/PEBD_BOLSA_PLANA_LATERAL+FONDO+SEGURIDAD_Grupo 2_Si_menor igual 100_No valvula_Grado bajo_no zipper
0.862,PET MATE/FOIL/FLEXIBLE (PA-PE)_BOLSA_FLEX UP_MULTIFLEX UP CON SELLE DE FONDO_Grupo 2_Si_mayor 100_No valvula_Grado bajo_zipper
1.061,PET MATE/FOIL/FLEXIBLE (PA-PE)_BOLSA_FLEX UP_MULTIFLEX UP CON SELLE DE FONDO_Grupo 2_Si_mayor 100_No valvula_Grado bajo_zipper
0.936,PEADTS_BOLSA_FLEX UP_MULTIFLEX UP CON SELLE DE FONDO_Grupo 2_Si_mayor 100_No valvula_Grado bajo_zipper
0.758,PET/FOIL/PEBD_ROLLO_nan_nan_Grupo 3_NO_mayor 100_nan_nan_nan
0.834,FLEXIBLE (PA-PE)_BOLSA_PLANA_LATERAL+FONDO+SEGURIDAD_Grupo 1_NO_mayor 70_No valvula_no troquel_zipper
1.067,PET/PET METALIZADO/PEBD_BOLSA_FLOW PACK_VENTRAL LATERAL_Grupo 1_Si_mayor 100_Valvula_no troquel_no zipper
1.062,PET/PET METALIZADO/PEBD_BOLSA_FLOW PACK_VENTRAL LATERAL_Grupo 1_Si_mayor 100_Valvula_no troquel_no zipper
1.034,PET/PET METALIZADO/PEBD_BOLSA_FLOW PACK_VENTRAL LATERAL_Grupo 1_Si_mayor 100_Valvula_no troquel_no zipper
0.781,PET/PET METALIZADO/PEBD_ROLLO_nan_nan_Grupo 1_Si_menor igual 100_nan_nan_nan
1.06,PET/PET METALIZADO/PEBD_ROLLO_nan_nan_Grupo 1_Si_menor igual 100_nan_nan_nan
1.136,PET/PEBD_ROLLO_nan_nan_Grupo 2_Si_menor igual 100_nan_nan_nan
1.062,PET/PET METALIZADO/PEBD_ROLLO_nan_nan_Grupo 1_Si_menor igual 100_nan_nan_nan
1.05,PET/PET METALIZADO/PEBD_ROLLO_nan_nan_Grupo 1_Si_menor igual 100_nan_nan_nan
0.817,PEADTS-AB_BOLSA_FLEX UP_FLEX UP_Grupo 1_Si_mayor 100_Valvula_no troquel_no zipper
0.886,PEADTS_BOLSA_PLANA_LATERAL+FONDO+SEGURIDAD_Grupo 2_Si_menor igual 100_No valvula_Grado bajo_zipper
1.007,BOPP MATE/FOIL/PEBD_ROLLO_nan_nan_Grupo 2_Si_menor igual 100_nan_nan_nan
0.904,BOPP MATE/FOIL/PEBD_ROLLO_nan_nan_Grupo 2_Si_menor igual 100_nan_nan_nan
0.791,PET/FOIL/PEBD_ROLLO_nan_nan_Grupo 2_Si_menor igual 100_nan_nan_nan
1.058,BOPP MATE/FOIL/PEBD_ROLLO_nan_nan_Grupo 2_Si_menor igual 100_nan_nan_nan
0.941,BOPP MATE/FOIL/PEBD_ROLLO_nan_nan_Grupo 2_Si_menor igual 100_nan_nan_nan
0.863,BOPP MATE/FOIL/PEBD_ROLLO_nan_nan_Grupo 2_Si_menor igual 100_nan_nan_nan
1.012,BOPP MATE/FLEXIBLE (PA-PE)_ROLLO_nan_nan_Grupo 3_Si_mayor 100_nan_nan_nan
1.038,BOPP MATE/FLEXIBLE (PA-PE)_ROLLO_nan_nan_Grupo 2_Si_mayor 100_nan_nan_nan
0.997,PET/FLEXIBLE (PA-PE)_BOLSA_FLEX UP_FLEX UP_Grupo 1_Si_mayor 100_No valvula_Grado alto_zipper
1.021,PET/COEXT. HBA (PE-EVOH)_ROLLO_nan_nan_Grupo 3_Si_menor igual 100_nan_nan_nan
1.017,FLEXIBLE (PA-PE)_BOLSA_PLANA_LATERAL+FONDO+SEGURIDAD_Grupo 1_NO_mayor 70_No valvula_no troquel_no zipper
1.082,PET/PET METALIZADO/PEBD_BOLSA_FLOW PACK_VENTRAL LATERAL_Grupo 1_Si_mayor 100_Valvula_no troquel_no zipper
1.024,PET/PEBD_BOLSA_FLEX UP_MULTIFLEX UP CON SELLE DE FONDO_Grupo 2_Si_menor igual 100_No valvula_Grado alto_zipper
1.1,PET/PET METALIZADO/PEBD_BOLSA_FLOW PACK_VENTRAL LATERAL_Grupo 1_Si_mayor 100_Valvula_no troquel_no zipper
1.109,PET/PET METALIZADO/PEBD_BOLSA_FLOW PACK_VENTRAL LATERAL_Grupo 1_Si_mayor 100_Valvula_no troquel_no zipper
0.977,PET/PEBD_BOLSA_FLEX UP_MULTIFLEX UP CON SELLE DE FONDO_Grupo 2_Si_menor igual 100_No valvula_Grado bajo_zipper
0.948,PEADIMP/PEADTS_BOLSA_FLOW PACK_FLOW PACK 4 SELLES_Grupo 1_Si_mayor 100_No valvula_no troquel_no zipper
0.949,PET/PEBD_ROLLO_nan_nan_Grupo 2_Si_menor igual 100_nan_nan_nan
1.084,PET/PEBD_BOLSA_PLANA_LATERAL+FONDO+SEGURIDAD_Grupo 2_Si_menor igual 100_No valvula_Grado bajo_zipper
1.071,PET/PEBD_BOLSA_PLANA_LATERAL+FONDO+SEGURIDAD_Grupo 2_Si_menor igual 100_No valvula_no troquel_zipper
0.995,PET/FLEXIBLE (PA-PE)_BOLSA_FLEX UP_SELLADO COMPLETAMENTE_Grupo 1_Si_mayor 100_Valvula_Grado alto_no zipper
0.952,PET/FLEXIBLE (PA-PE)_BOLSA_FLEX UP_FLEX UP_Grupo 1_Si_mayor 100_Valvula_Grado alto_no zipper
0.995,PET/FLEXIBLE (PA-PE)_BOLSA_FLEX UP_FLEX UP_Grupo 1_Si_mayor 100_Valvula_Grado alto_no zipper
0.998,PET/PEBD_BOLSA_PLANA_LATERAL+FONDO+SEGURIDAD_Grupo 2_Si_menor igual 100_No valvula_Grado bajo_zipper
0.956,PET/PEBD_BOLSA_FLEX UP_MULTIFLEX UP CON SELLE DE FONDO_Grupo 2_Si_menor igual 100_No valvula_Grado bajo_zipper
0.923,PET/FLEXIBLE (PA-PE)_ROLLO_nan_nan_Grupo 2_Si_menor igual 100_nan_nan_nan
1.021,PET/FLEXIBLE (PA-PE)_BOLSA_FLEX UP_FLEX UP_Grupo 1_Si_mayor 100_Valvula_Grado alto_no zipper
1.055,PET/FLEXIBLE (PA-PE)_BOLSA_FLEX UP_FLEX UP_Grupo 1_Si_mayor 100_Valvula_Grado alto_no zipper
0.999,FLEXIBLE LITE (PA-PE)_BOLSA_PLANA_LATERAL+FONDO+SEGURIDAD_Grupo 1_NO_menor igual 70_No valvula_no troquel_no zipper
1.05,FLEXIBLE (PA-PE)_BOLSA_PLANA_LATERAL+FONDO+SEGURIDAD_Grupo 2_Si_menor igual 70_No valvula_no troquel_no zipper
0.906,PET/FOIL/PEBD_BOLSA_PLANA_LATERAL+FONDO+SEGURIDAD_Grupo 2_Si_menor igual 100_No valvula_no troquel_no zipper
0.984,BOPA/FLEXIBLE (PA-PE)_BOLSA_FLEX UP_FLEX UP_Grupo 2_Si_mayor 100_Valvula_Grado bajo_no zipper
0.956,PET/FLEXIBLE (PA-PE)_BOLSA_FLEX UP_FLEX UP_Grupo 2_Si_mayor 100_Valvula_no troquel_no zipper
0.998,PET/FLEXIBLE (PA-PE)_BOLSA_FLEX UP_FLEX UP_Grupo 1_Si_mayor 100_Valvula_no troquel_no zipper
0.878,PET/PEBD_BOLSA_FLEX UP_FLEX UP_Grupo 1_Si_menor igual 100_No valvula_Grado alto_zipper
1.094,PEADTS_BOLSA_PLANA_LATERAL+FONDO+SEGURIDAD_Grupo 2_Si_menor igual 100_No valvula_no troquel_no zipper
1.067,PEADTS_BOLSA_PLANA_LATERAL+FONDO+SEGURIDAD_Grupo 2_Si_menor igual 100_No valvula_no troquel_no zipper
0.997,BOPA/BOPA/PEBD_BOLSA_FLOW PACK_FLOW PACK_Grupo 2_NO_mayor 100_No valvula_no troquel_no zipper
1.028,FLEXIBLE (PA-PE)_BOLSA_PLANA_LATERAL+FONDO+SEGURIDAD_Grupo 2_NO_menor igual 70_No valvula_no troquel_no zipper
1.113,PET/FOIL/FLEXIBLE (PA-PE)_ROLLO_nan_nan_Grupo 2_Si_mayor 100_nan_nan_nan
1.006,BOPA/FLEXIBLE (PA-PE)_BOLSA_FLEX UP_MULTIFLEX UP CON SELLE DE FONDO_Grupo 2_Si_mayor 100_No valvula_Grado bajo_zipper
1.078,PET/FOIL/FLEXIBLE (PA-PE)_ROLLO_nan_nan_Grupo 2_Si_mayor 100_nan_nan_nan
1.084,PET/FOIL/FLEXIBLE (PA-PE)_ROLLO_nan_nan_Grupo 2_Si_mayor 100_nan_nan_nan
0.951,PET/COEXT. HBA (PE-EVOH)_BOLSA_FLEX UP_FLEX UP_Grupo 1_Si_mayor 100_No valvula_Grado alto_no zipper
1.02,PET/COEXT. HBA (PE-EVOH)_BOLSA_PLANA_SELLADO COMPLETAMENTE_Grupo 2_NO_menor igual 100_Valvula_no troquel_no zipper
0.984,PET/PEBD_BOLSA_FLEX UP_FLEX UP_Grupo 1_Si_mayor 100_No valvula_Grado alto_zipper
0.882,PET/COEXT. HBA (PE-EVOH)_ROLLO_nan_nan_Grupo 2_NO_menor igual 100_nan_nan_nan
1.037,BOPP MATE/PEBD_ROLLO_nan_nan_Grupo 3_Si_menor igual 100_nan_nan_nan
0.979,BOPP MATE/PEBD_ROLLO_nan_nan_Grupo 3_Si_menor igual 100_nan_nan_nan
1.041,PET/COEXT. HBA (PE-EVOH) ABRE FACIL_ROLLO_nan_nan_Grupo 3_NO_menor igual 100_nan_nan_nan
0.989,PET/COEXT. HBA (PE-EVOH)_ROLLO_nan_nan_Grupo 2_NO_menor igual 100_nan_nan_nan
1.0,PET METALIZADO/PEBD_BOLSA_FLEX UP_MULTIFLEX UP CON SELLE DE FONDO_Grupo 2_NO_mayor 100_Valvula_Grado bajo_zipper
0.831,BOPP MATE/PEBD_ROLLO_nan_nan_Grupo 3_Si_menor igual 100_nan_nan_nan
0.929,BOPA/FLEXIBLE (PA-PE)_BOLSA_PLANA_LATERAL+FONDO+SEGURIDAD_Grupo 1_Si_mayor 100_Valvula_Grado alto_no zipper
0.961,BOPP MATE/FOIL/PEBD_BOLSA_FLOW PACK_VENTRAL LATERAL_Grupo 1_Si_mayor 100_Valvula_no troquel_no zipper
1.015,PET/COEXT. HBA (PE-EVOH)_ROLLO_nan_nan_Grupo 3_NO_menor igual 100_nan_nan_nan
1.061,PET/COEXT. HBA (PE-EVOH)_ROLLO_nan_nan_Grupo 3_Si_menor igual 100_nan_nan_nan
1.04,PET/COEXT. HBA (PE-EVOH)_ROLLO_nan_nan_Grupo 3_Si_menor igual 100_nan_nan_nan
1.048,PET/COEXT. HBA (PE-EVOH)_ROLLO_nan_nan_Grupo 3_Si_menor igual 100_nan_nan_nan
1.008,PET/FOIL/FLEXIBLE (PA-PE)_ROLLO_nan_nan_Grupo 2_Si_menor igual 100_nan_nan_nan
1.0,PET/PEADTS_ROLLO_nan_nan_Grupo 2_Si_menor igual 100_nan_nan_nan
1.005,PET/COEXT. HBA (PE-EVOH)_ROLLO_nan_nan_Grupo 3_Si_menor igual 100_nan_nan_nan
0.888,PET/COEXT. HBA (PE-EVOH)_ROLLO_nan_nan_Grupo 3_Si_menor igual 100_nan_nan_nan
1.05,PET/COEXT. HBA (PE-EVOH)_ROLLO_nan_nan_Grupo 3_Si_menor igual 100_nan_nan_nan
0.977,PET/COEXT. HBA (PE-EVOH)_ROLLO_nan_nan_Grupo 3_Si_menor igual 100_nan_nan_nan
1.012,PET/COEXT. HBA (PE-EVOH)_ROLLO_nan_nan_Grupo 3_Si_menor igual 100_nan_nan_nan
1.01,PET/COEXT. HBA (PE-EVOH)_ROLLO_nan_nan_Grupo 3_Si_menor igual 100_nan_nan_nan
1.043,PET/COEXT. HBA (PE-EVOH)_ROLLO_nan_nan_Grupo 3_Si_menor igual 100_nan_nan_nan
1.028,PET MATE/PET METALIZADO/PEBD_BOLSA_FLEX UP_FLEX UP_Grupo 2_Si_mayor 100_No valvula_Grado alto_zipper
1.015,FLEXIBLE (PA-PE)_BOLSA_PLANA_LATERAL+FONDO REDONDO+SEGURIDAD_Grupo 1_Si_menor igual 70_No valvula_no troquel_no zipper
1.053,PET/PET METALIZADO/PEBD_BOLSA_FLEX UP_FLEX UP_Grupo 1_Si_mayor 100_No valvula_Grado alto_zipper
1.125,PEADTS_BOLSA_PLANA_LATERAL+FONDO+SEGURIDAD_Grupo 2_Si_menor igual 100_No valvula_no troquel_no zipper
1.049,PET/PEBD_BOLSA_PLANA_LATERAL+FONDO+SEGURIDAD_Grupo 1_Si_menor igual 100_No valvula_Grado bajo_no zipper
1.078,PET/PEBD_BOLSA_PLANA_LATERAL+FONDO+SEGURIDAD_Grupo 1_Si_menor igual 100_No valvula_Grado bajo_no zipper
0.864,PET/PEBD_BOLSA_FLEX UP_FLEX UP_Grupo 1_Si_menor igual 100_No valvula_Grado alto_zipper
1.058,PET/COEXT. HBA (PE-EVOH)_BOLSA_FLEX UP_FLEX UP_Grupo 1_Si_mayor 100_Valvula_Grado alto_no zipper
1.02,PET/COEXT. HBA (PE-EVOH)_BOLSA_FLEX UP_FLEX UP_Grupo 1_Si_mayor 100_Valvula_Grado alto_no zipper
0.946,FLEXIBLE (PA-PE)_BOLSA_PLANA_SELLADO COMPLETAMENTE_Grupo 2_Si_mayor 70_Valvula_Grado alto_no zipper
0.874,PET/PEBD_BOLSA_FLEX UP_FLEX UP_Grupo 1_Si_mayor 100_No valvula_Grado alto_zipper
1.022,PET/COEXT. HBA (PE-EVOH)_BOLSA_FLEX UP_FLEX UP_Grupo 1_Si_mayor 100_Valvula_Grado alto_no zipper
1.016,PET/COEXT. HBA (PE-EVOH)_BOLSA_FLEX UP_FLEX UP_Grupo 1_Si_mayor 100_Valvula_Grado alto_no zipper
1.029,PET/COEXT. HBA (PE-EVOH)_BOLSA_FLEX UP_FLEX UP_Grupo 1_Si_mayor 100_Valvula_Grado alto_no zipper
0.947,PET/COEXT. HBA (PE-EVOH)_ROLLO_nan_nan_Grupo 1_NO_menor igual 100_nan_nan_nan
0.871,PET/PET METALIZADO/PEBD_ROLLO_nan_nan_Grupo 3_Si_menor igual 100_nan_nan_nan
1.111,FLEXIBLE (PA-PE)_BOLSA_PLANA_LATERAL+FONDO+SEGURIDAD_Grupo 2_Si_mayor 70_No valvula_no troquel_no zipper
0.949,PET/COEXT. HBA (PE-EVOH)_ROLLO_nan_nan_Grupo 1_NO_menor igual 100_nan_nan_nan
0.951,PET/FLEXIBLE (PA-PE)_BOLSA_FLEX UP_FLEX UP_Grupo 1_Si_mayor 100_Valvula_Grado alto_no zipper
1.118,PEADTS-AB_BOLSA_PLANA_LATERAL+FONDO+SEGURIDAD_Grupo 1_Si_menor igual 100_No valvula_Grado bajo_no zipper
1.043,FLEXIBLE (PA-PE)_BOLSA_PLANA_SELLADO COMPLETAMENTE_Grupo 2_Si_mayor 70_Valvula_no troquel_no zipper
1.08,FLEXIBLE (PA-PE)_BOLSA_PLANA_SELLADO COMPLETAMENTE_Grupo 1_Si_menor igual 70_Valvula_no troquel_no zipper
0.878,PET METALIZADO/PEBD_BOLSA_PLANA_LATERAL+FONDO+SEGURIDAD_Grupo 1_NO_menor igual 100_No valvula_Grado bajo_no zipper
1.043,PET/FOIL/PEBD_ROLLO_nan_nan_Grupo 5_Si_menor igual 100_nan_nan_nan
1.015,PET/FLEXIBLE (PA-PE)_BOLSA_FLEX UP_FLEX UP_Grupo 1_Si_mayor 100_No valvula_Grado alto_no zipper
0.94,BOPP MATE/PET METALIZADO/COEXT. HBA (PE-EVOH)_ROLLO_nan_nan_Grupo 3_Si_menor igual 100_nan_nan_nan
0.979,PET/COEXT. HBA (PE-EVOH)_ROLLO_nan_nan_Grupo 3_Si_menor igual 100_nan_nan_nan
1.058,PET/COEXT. HBA (PE-EVOH)_ROLLO_nan_nan_Grupo 3_Si_menor igual 100_nan_nan_nan
1.035,PET/COEXT. HBA (PE-EVOH)_ROLLO_nan_nan_Grupo 3_Si_menor igual 100_nan_nan_nan
0.96,PET/COEXT. HBA (PE-EVOH)_ROLLO_nan_nan_Grupo 3_Si_menor igual 100_nan_nan_nan
0.87,PET/COEXT. HBA (PE-EVOH)_ROLLO_nan_nan_Grupo 3_Si_menor igual 100_nan_nan_nan
0.887,PET/COEXT. HBA (PE-EVOH)_ROLLO_nan_nan_Grupo 3_Si_menor igual 100_nan_nan_nan
0.95,PET/COEXT. HBA (PE-EVOH)_ROLLO_nan_nan_Grupo 3_Si_menor igual 100_nan_nan_nan
1.068,PET/COEXT. HBA (PE-EVOH)_ROLLO_nan_nan_Grupo 3_Si_menor igual 100_nan_nan_nan
0.87,PET/COEXT. HBA (PE-EVOH)_ROLLO_nan_nan_Grupo 3_Si_menor igual 100_nan_nan_nan
1.055,BOPP MATE/COEXT. HBA (PE-EVOH)_ROLLO_nan_nan_Grupo 3_Si_menor igual 100_nan_nan_nan
1.04,BOPP MATE/COEXT. HBA (PE-EVOH)_ROLLO_nan_nan_Grupo 3_Si_menor igual 100_nan_nan_nan
1.045,BOPP MATE/COEXT. HBA (PE-EVOH)_ROLLO_nan_nan_Grupo 3_Si_menor igual 100_nan_nan_nan
1.02,BOPP MATE/COEXT. HBA (PE-EVOH)_ROLLO_nan_nan_Grupo 3_Si_menor igual 100_nan_nan_nan
1.047,BOPP MATE/COEXT. HBA (PE-EVOH)_ROLLO_nan_nan_Grupo 3_Si_menor igual 100_nan_nan_nan
1.034,BOPP MATE/COEXT. HBA (PE-EVOH)_ROLLO_nan_nan_Grupo 3_Si_menor igual 100_nan_nan_nan
1.034,BOPP MATE/COEXT. HBA (PE-EVOH)_ROLLO_nan_nan_Grupo 3_Si_menor igual 100_nan_nan_nan
1.102,BOPP MATE/COEXT. HBA (PE-EVOH)_ROLLO_nan_nan_Grupo 3_Si_menor igual 100_nan_nan_nan
1.035,BOPP MATE/COEXT. HBA (PE-EVOH)_ROLLO_nan_nan_Grupo 3_Si_menor igual 100_nan_nan_nan
1.069,BOPP MATE/COEXT. HBA (PE-EVOH)_ROLLO_nan_nan_Grupo 3_Si_menor igual 100_nan_nan_nan
1.054,BOPP MATE/COEXT. HBA (PE-EVOH)_ROLLO_nan_nan_Grupo 3_Si_menor igual 100_nan_nan_nan
1.035,BOPP MATE/COEXT. HBA (PE-EVOH)_ROLLO_nan_nan_Grupo 3_Si_menor igual 100_nan_nan_nan
1.072,BOPP MATE/COEXT. HBA (PE-EVOH)_ROLLO_nan_nan_Grupo 3_Si_menor igual 100_nan_nan_nan
0.998,BOPP MATE/COEXT. HBA (PE-EVOH)_ROLLO_nan_nan_Grupo 3_Si_menor igual 100_nan_nan_nan
1.092,BOPP MATE/COEXT. HBA (PE-EVOH)_ROLLO_nan_nan_Grupo 3_Si_menor igual 100_nan_nan_nan
1.035,PET/COEXT. HBA (PE-EVOH)_ROLLO_nan_nan_Grupo 3_Si_menor igual 100_nan_nan_nan
1.047,PET/COEXT. HBA (PE-EVOH)_ROLLO_nan_nan_Grupo 3_Si_menor igual 100_nan_nan_nan
1.064,BOPP MATE/COEXT. HBA (PE-EVOH)_ROLLO_nan_nan_Grupo 3_Si_menor igual 100_nan_nan_nan
1.09,BOPP MATE/COEXT. HBA (PE-EVOH)_ROLLO_nan_nan_Grupo 3_Si_menor igual 100_nan_nan_nan
1.03,BOPP MATE/COEXT. HBA (PE-EVOH)_ROLLO_nan_nan_Grupo 3_Si_menor igual 100_nan_nan_nan
1.065,BOPP MATE/COEXT. HBA (PE-EVOH)_ROLLO_nan_nan_Grupo 3_Si_menor igual 100_nan_nan_nan
1.117,BOPP MATE/COEXT. HBA (PE-EVOH)_ROLLO_nan_nan_Grupo 3_Si_menor igual 100_nan_nan_nan
1.064,BOPP MATE/COEXT. HBA (PE-EVOH)_ROLLO_nan_nan_Grupo 3_Si_menor igual 100_nan_nan_nan
0.928,BOPP MATE/COEXT. HBA (PE-EVOH)_ROLLO_nan_nan_Grupo 3_Si_menor igual 100_nan_nan_nan
1.07,BOPP MATE/COEXT. HBA (PE-EVOH)_ROLLO_nan_nan_Grupo 3_Si_menor igual 100_nan_nan_nan
0.831,PET/FLEXIBLE (PA-PE)_BOLSA_FLEX UP_FLEX UP_Grupo 1_Si_mayor 100_Valvula_Grado alto_no zipper
0.962,BOPA/FLEXIBLE (PA-PE)_BOLSA_PLANA_SELLADO COMPLETAMENTE_Grupo 2_Si_menor igual 100_Valvula_no troquel_no zipper
0.972,PET/COEXT. HBA (PE-EVOH)_ROLLO_nan_nan_Grupo 3_NO_menor igual 100_nan_nan_nan
1.053,PET/COEXT. HBA (PE-EVOH)_BOLSA_FLEX UP_FLEX UP_Grupo 1_Si_mayor 100_Valvula_Grado alto_no zipper
0.924,PET/PET METALIZADO/PEBD_ROLLO_nan_nan_Grupo 2_Si_menor igual 100_nan_nan_nan
1.017,PET MATE/COEXT. HBA (PE-EVOH)_ROLLO_nan_nan_Grupo 2_Si_menor igual 100_nan_nan_nan
1.049,PET/FOIL/PEBD_ROLLO_nan_nan_Grupo 2_Si_menor igual 100_nan_nan_nan
1.081,PET/FOIL/PEBD_ROLLO_nan_nan_Grupo 2_Si_menor igual 100_nan_nan_nan
1.012,PET/FOIL/PEBD_ROLLO_nan_nan_Grupo 3_Si_menor igual 100_nan_nan_nan
1.08,PET/FOIL/PEBD_ROLLO_nan_nan_Grupo 2_Si_menor igual 100_nan_nan_nan
0.855,PET/FLEXIBLE (PA-PE)_BOLSA_FLEX UP_FLEX UP_Grupo 1_NO_mayor 100_No valvula_Grado bajo_zipper
0.935,FLEXIBLE (PA-PE)_BOLSA_PLANA_LATERAL+FONDO+SEGURIDAD_Grupo 2_NO_menor igual 70_No valvula_no troquel_no zipper
1.003,PET/COEXT. HBA (PE-EVOH)_BOLSA_PLANA_LATERAL+FONDO+SEGURIDAD_Grupo 2_Si_menor igual 100_No valvula_Grado alto_no zipper
0.893,PET/COEXT. HBA (PE-EVOH)_ROLLO_nan_nan_Grupo 3_Si_menor igual 100_nan_nan_nan
0.943,FLEXIBLE (PA-PE)_BOLSA_PLANA_LATERAL+FONDO+SEGURIDAD_Grupo 2_NO_menor igual 70_No valvula_no troquel_no zipper
1.003,BOPP PLANO/BOPP METALIZADO_BOLSA_FLOW PACK_FLOW PACK_Grupo 1_NO_menor igual 100_No valvula_no troquel_no zipper
1.087,FLEXIBLE (PA-PE)_BOLSA_PLANA_LATERAL+FONDO+SEGURIDAD_Grupo 1_NO_menor igual 70_No valvula_no troquel_no zipper
1.018,FLEXIBLE (PA-PE)_BOLSA_PLANA_SELLADO COMPLETAMENTE_Grupo 2_Si_mayor 70_Valvula_no troquel_no zipper
0.985,PET/COEXT. HBA (PE-EVOH)_ROLLO_nan_nan_Grupo 3_Si_menor igual 100_nan_nan_nan
1.059,PET/COEXT. HBA (PE-EVOH)_ROLLO_nan_nan_Grupo 2_Si_menor igual 100_nan_nan_nan
1.048,PET/COEXT. HBA (PE-EVOH)_ROLLO_nan_nan_Grupo 2_Si_menor igual 100_nan_nan_nan
0.926,PET/COEXT. HBA (PE-EVOH)_ROLLO_nan_nan_Grupo 3_Si_menor igual 100_nan_nan_nan
1.058,PET/COEXT. HBA (PE-EVOH)_ROLLO_nan_nan_Grupo 3_Si_menor igual 100_nan_nan_nan
0.871,PET/COEXT. HBA (PE-EVOH)_ROLLO_nan_nan_Grupo 3_Si_menor igual 100_nan_nan_nan
0.987,PET/PET METALIZADO/FLEXIBLE (PA-PE)_ROLLO_nan_nan_Grupo 3_Si_menor igual 100_nan_nan_nan
0.987,BOPP TERMOSELLABLE/BOPP TERMOSELLABLE_ROLLO_nan_nan_Grupo 2_Si_menor igual 100_nan_nan_nan
0.989,BOPP TERMOSELLABLE/BOPP TERMOSELLABLE_ROLLO_nan_nan_Grupo 2_Si_menor igual 100_nan_nan_nan
